source_id,ra,dec,parallax,parallax_error,pmra,pmdec,pmra_error,pmdec_error,phot_g_mean_mag,bp_rp,ruwe,astrometric_excess_noise,phot_bp_rp_excess_factor,dist_pc,sep_arcsec,M_G,pulsar,target_dist_pc
4103495111344644480,280.7561460834939,-14.80364714484038,0.35976484601730174,0.19761348,-2.6812259735601556,1.854547588153289,0.19448023,0.16640332,18.571857,1.5000134,0.9785417,0.0,1.2934796,2779.5934235106124,1.5413464628147728,6.351951075030772,J1843−1448,3470.0
