source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,dist_pc,pulsar,target_dist_pc
4103495111344644480,280.7561460834939,-14.80364714484038,0.35976484601730174,18.571857,1.5000134,2779.5934235106124,J1843−1448,3470.0
